Санкт-Петербургский государственный университет промышленных технологий и дизайна (СПбГУПТД),29.03.01,Технология изделий легкой промышленности,Технология обувных и кожевенно-галантерейных изделий,151,МИР,22,62000,172,"О, ОЗ"
Санкт-Петербургский государственный университет промышленных технологий и дизайна (СПбГУПТД),15.03.02,Технологические машины и оборудование,Машины и аппараты комплексной переработки возобновляемых ресурсов,146,МИР,13,51800,118,"З, О"
Санкт-Петербургский государственный университет промышленных технологий и дизайна (СПбГУПТД),15.03.02,Технологические машины и оборудование,Компьютерный инжиниринг лифтового оборудования,184,МИР,17,51800,163,"З, О"
Санкт-Петербургский государственный университет промышленных технологий и дизайна (СПбГУПТД),29.03.02,Технология и проектирование текстильных изделий,Материаловедение и экспертиза качества продукции текстильной и легкой промышленности,166,МИР,10,180000,118,О
Санкт-Петербургский государственный университет промышленных технологий и дизайна (СПбГУПТД),15.03.04,Автоматизация технологических процессов и производств,Автоматизация технологических процессов и управления в многоотраслевых производственных комплексах,149,МИР,19,51800,118,"З, О"
Санкт-Петербургский государственный университет гражданской авиации (СПбГУГА),23.03.01,Технология транспортных процессов,Транспортная логистика,174,МИР,40,80880,118,"З, О"
Санкт-Петербургский государственный университет гражданской авиации (СПбГУГА),01.03.04,Прикладная математика,Математическое и программное обеспечение систем управления,202,МИР,10,187200,118,О
Санкт-Петербургский государственный университет гражданской авиации (СПбГУГА),23.03.01,Технология транспортных процессов,Организация перевозок и управление на воздушном транспорте,184,МИР,79,80880,118,"З, О"
Санкт-Петербургский государственный университет гражданской авиации (СПбГУГА),25.03.04,Эксплуатация аэропортов и обеспечение полетов воздушных судов,Организация аэропортовой деятельности,208,МИР,65,80880,118,"З, О"
Санкт-Петербургский государственный университет аэрокосмического приборостроения (ГУАП),09.03.01,Информатика и вычислительная техника,"Вычислительные машины, комплексы, системы и сети",193,МИР,73,80000,118,"З, О, ОЗ"
Санкт-Петербургский государственный университет аэрокосмического приборостроения (ГУАП),12.03.05,Лазерная техника и лазерные технологии,Лазерная техника и лазерные технологии,208,МИР,25,226000,129,О
Санкт-Петербургский государственный университет аэрокосмического приборостроения (ГУАП),27.03.01,Стандартизация и метрология,"Метрология, стандартизация, сертификация",165,МИР,50,80000,129,"З, О"
